fill	x	key	showSelected1	group
#000000	4.88909297855571	4.88909297855571	train	1
#000000	-1.02254546713084	-1.02254546713084	train	2
#000000	-3.84302221238613	-3.84302221238613	train	3
#000000	-4.30251321289688	-4.30251321289688	train	4
#000000	-2.56250609410927	-2.56250609410927	train	5
#000000	2.92010425822809	2.92010425822809	train	6
#000000	-1.59937647171319	-1.59937647171319	train	7
#000000	4.72062500659376	4.72062500659376	train	8
#000000	-3.34144515451044	-3.34144515451044	train	9
#000000	-0.408963342197239	-0.408963342197239	train	10
#FF0000	-3.28251923201606	-3.28251923201606	test	11
#FF0000	-2.68522898200899	-2.68522898200899	test	12
#FF0000	2.72811945760623	2.72811945760623	test	13
#FF0000	-4.03698458336294	-4.03698458336294	test	14
#FF0000	-0.46552229905501	-0.46552229905501	test	15
#FF0000	-4.15299287065864	-4.15299287065864	test	16
#FF0000	0.606658670585603	0.606658670585603	test	17
#FF0000	-4.91295400075615	-4.91295400075615	test	18
#FF0000	4.85737090697512	4.85737090697512	test	19
#FF0000	-1.83415195904672	-1.83415195904672	test	20
#FF0000	1.3944894191809	1.3944894191809	test	21
#FF0000	-2.04776764614508	-2.04776764614508	test	22
#FF0000	4.96703693876043	4.96703693876043	test	23
#FF0000	4.06021320261061	4.06021320261061	test	24
#FF0000	4.88739144057035	4.88739144057035	test	25
#FF0000	-4.3435426056385	-4.3435426056385	test	26
#FF0000	1.27038758480921	1.27038758480921	test	27
#FF0000	-0.0952495913952589	-0.0952495913952589	test	28
#FF0000	4.71024412894622	4.71024412894622	test	29
#FF0000	-1.37779152486473	-1.37779152486473	test	30
#FF0000	1.79993461119011	1.79993461119011	test	31
#FF0000	-2.36280069686472	-2.36280069686472	test	32
#FF0000	-3.14285738626495	-3.14285738626495	test	33
#FF0000	-3.14856778364629	-3.14856778364629	test	34
#FF0000	-1.20703253429383	-1.20703253429383	test	35
#FF0000	3.47024392103776	3.47024392103776	test	36
#FF0000	-0.0192386656999588	-0.0192386656999588	test	37
#FF0000	2.90585573529825	2.90585573529825	test	38
#FF0000	3.38463871972635	3.38463871972635	test	39
#FF0000	-0.430961351376027	-0.430961351376027	test	40
#FF0000	2.994758146815	2.994758146815	test	41
#FF0000	-1.18056938750669	-1.18056938750669	test	42
#FF0000	2.59701231494546	2.59701231494546	test	43
#FF0000	-0.632243978325278	-0.632243978325278	test	44
#FF0000	4.0421772073023	4.0421772073023	test	45
#FF0000	-1.80465086130425	-1.80465086130425	test	46
#FF0000	-4.17430907255039	-4.17430907255039	test	47
